NAME,RESORT_ID,IS_DATELESS
"Taos Ski Valley 2 Day Lift Ticket + $24 Lunch Voucher",1297,0
"Taos Ski Valley 3 Day Lift Ticket + $24 Lunch Voucher",1299,0
"Big Sky Resort 4 of 5 Day Lift Tickets",1301,0
"Whaleback Private Full Mountain Rental",1303,0
"Canaan Valley 1 Day Learn to Ski Package",1305,0
"Camden Snow Bowl Private Full Mountain Rental",1307,0
"Lookout Pass 1 Day Lift Ticket + Rental",1309,0
"Solitude 3 Day Learn to Ski Package",1311,0
"Mt. Bachelor 3 of 5 Day Lift Tickets",1313,0
"Mt. Bachelor 5 of 5 Day Lift Tickets",1315,0
"Sugarloaf Senior Lift Tickets",1317,0
"Tamarack Resort Private Full Mountain Rental",1319,0
"Bretton Woods Half Day Lift Tickets (noon to 4pm)",1321,0
"Winter Park Sport Ski Rental Package",1323,0
"Winter Park Sport Snowboard Rental Package",1325,0
"Winter Park Performance Snowboard Rental Package",1327,0
"Winter Park Performance Ski Rental Package",1329,0
"Solitude 2 Day Lift Ticket + $100 Lodging Voucher",1331,0
"zCrystal Mountain Sunday Ski Pass (Michigan)- Liftopia Only",1333,1
"Blue Hills Private Full Mountain Rental",1335,0
"Online Pick-A-Day Ski Pass - Valid Sundays",1337,1
"Mad River Glen 2 Day Lift Ticket + Demo",1339,0
"Mad River Glen 3 of 4 Day Lift Ticket + Demo",1341,0
"Mad River Glen 4 of 5 Day Lift Ticket + Rental",1343,0
"Mad River Glen 5 of 6 Day Lift Ticket + Rental",1345,0
"zCrystal Mountain 2-Night Ski Getaway (Michigan)- Liftopia Only",1347,0
"Crystal Mountain 2 Night Ski Getaway (Michigan)",1349,0
"Ragged Mountain 1 Day Learn To Ski Package",1351,0
"Ragged Mountain 3-Day Learn to Ski Package",1353,0
"Mad River Glen Legend Pass",1355,1
"Ski Butternut Learn-to-Ski 1-Day Package",1357,0
"Kicking Horse 3 of 4 Day Lift Tickets",1359,0
"Kicking Horse 4 of 5 Day Lift Tickets",1361,0
"Kicking Horse 5 of 7 Day Lift Tickets",1363,0
"Shanty Creek 2 Day Lift Tickets",1365,0
"Shanty Creek 1 Day Lift Ticket + Rental",1367,0
"zBlack Friday 2-Day Ticket",1369,0
"Big Sky Resort 1 Day Learn to Ski Package",1371,0
"Big Sky Resort 1 Half-Day Learn to Ski Package",1373,0
"Big Sky Resort 1 Half-Day Learn to Snowboard Package",1375,0
"Big Sky Resort 1 Day Learn to Snowboard Package",1377,0
"Wild Mountain Friends and Family Day Package",1379,0
"Wild Mountain Friends and Family Day Learn To Ski or Snowboard Package",1381,0
"Wild Mountain 3 Day Learn to Ski or Snowboard Package",1383,0
"Wild Mountain 1 Day Learn To Ski or Snowboard Package",1385,0
"Pico Mountain 1 Day Learn to Ski Package",1387,0
"Pico Mountain 1 Day Learn to Snowboard Package",1389,0
"Mammoth Mountain 2 of 4 Day Lift Tickets",1391,0
"Mammoth Mountain 3 Day Lift Tickets",1393,0
"Stratton 1 Day Lift Ticket + $15 Lunch Voucher",1395,0
"Stratton 1 Day Lift Ticket + Rental",1397,0
"Stratton Lift Ticket + Sport Snowboard Rental",1399,0
"Stratton 2 Day Lift Ticket + Rental",1401,0
"Stratton 2 Day Lift Ticket + Sport Snowboard Rental",1403,0
"Stratton 3 Day Lift Tickets",1405,0
"Stratton 3 Day Lift Ticket + Rental",1407,0
"Stratton 3 Day Lift Ticket + Sport Snowboard Rental",1409,0
"Stratton Sunday Afternoon Lift Ticket 4-Pack & Pizza",1411,0
"Stratton Sunday Afternoon Lift Ticket 4-Pack, Sport Ski or Snowboard Rental & Pizza",1413,0
"Thunder Ridge Ski Area 1 Day Learn to Ski/Ride Package",1415,0
"Blackjack 1 Day Lift Tickets",1417,0
"Nordic Mountain 1 Day Lift Tickets",1419,0
"Whiteface Senior Lift Tickets for 70+",1421,0
"RESORT 3-Day Pass",1423,0
"Blackjack 2 Day Lift Tickets",1425,0
"Windham 1 Day Lift Ticket + $10 Lunch Voucher",1427,0
"Windham Mountain Ticket + All Day NASTAR",1429,0
"Windham Mountain Ticket + All Day Big Air Bag",1431,0
"Canyons Resort 1 Day Lift Ticket + Rental",1433,0
"Canyons Resort 3 Day Lift Ticket + Rental",1435,0
"Aspen/Snowmass 1 Day Learn to Ski Package",1437,0
"Buttermilk Lift + Rental + Lesson Package",1439,0
"Aspen/Snowmass 3 Day Learn to Ski Package",1441,0
"Copper Mountain 2 Day Lift Ticket + Rental",1443,0
"Copper Mountain 3 Day Lift Ticket + Rental",1445,0
"Apex Mountain 2 Day Lift Tickets",1447,0
"Apex Mountain 3 Day Lift Tickets",1449,0
"Apex Mountain 4 Day Lift Tickets",1451,0
"Apex Mountain 5 Day Lift Tickets",1453,0
"Okemo 1 Day Lift Tickets",1455,0
"Treetops Resort 1 Day Lift Tickets",1457,0
"Lost Valley 1 Day Lift Tickets",1459,0
"Tamarack Resort 1 Day Lift Ticket + Rental",1461,0
"Tamarack Resort 1 Day Child Learn-to-Ski Package + Lunch",1463,0
"Bottineau Winter Park 1 Day Lift Tickets",1465,0
"Bottineau Winter Park 1 Day Lift Ticket + $10 Lunch Credit",1467,0
"Bottineau Winter Park 1 Day Lift Ticket + Ski Rental",1469,0
"Bottineau Winter Park 1 Day Lift Ticket + Snowboard Rental",1471,0
"Four Lakes 1 Day Lift Tickets",1473,0
"Four Lakes 1 Day Lift Ticket + Ski Rental",1475,0
"Four Lakes 1 Day Lift Ticket + Snowboard Rental",1477,0
"Apex Mountain 1 Day Lift Ticket + Rental",1479,0
"Apex Mountain Ladies Day Wednesdays",1481,0
"Apex Mountain All-In Fridays",1483,0
"Greek Peak 1 Day Lift Ticket + Mountain Coaster Ride",1485,0
"Crotched Mountain Night Lift Tickets",1487,0
"Crotched Mountain 1 Day Learn to Ski Package",1489,0
"Ski Banff-Lake Louise-Sunshine 3 of 4 Day Lift Ticket + Mid Performance Rental",1491,0
"Ski Banff-Lake Louise-Sunshine 4 of 5 Day Lift Tickets + Mid Performance Rental",1493,0
"Ski Banff-Lake Louise-Sunshine 3 Day Lift Tickets + Snowboard Rental",1495,0
"Ski Banff-Lake Louise-Sunshine 4 Day Lift Tickets + Snowboard Rental",1497,0
"Le Massif 2 of 3 Day Lift Tickets",1499,0
"Le Massif 3 of 4 Day Lift Tickets",1501,0
"Le Massif 4 of 5 Day Lift Tickets",1503,0
"Le Massif 5 of 6 Day Lift Tickets",1505,0
"Le Massif 6 of 7 Day Lift Tickets",1507,0
"Le Massif 1 Day Lift Tickets + Ski Train (from Quebec) Package",1509,0
"Rabbit Hill 1 Day Lift Tickets",1511,0
"Plattekill Mountain Lift + Rental *BROKEN",1513,0
"Plattekill Mountain 2 Day Lift Ticket + Rental",1515,0
"Plattekill Mountain 2 Day Lift Tickets",1517,0
"Plattekill Mountain 1 Day Learn to Ski or Snowboard Package",1519,0
"Plattekill Mountain Learn to Snowboard Package",1521,0
"Mt. Bachelor 4 of 5 Day Lift Tickets (Midweek Only)",1523,0
"Ski Apache 1 Day Lift Tickets",1525,0
"Wolf Ridge 1 Day Lift Tickets",1527,0
"Grand Targhee 4 of 5 Day Lift Tickets",1529,0
"Grand Targhee 3 of 4 Day Lift Tickets",1531,0
"Shawnee Peak (ME) Night Lift Tickets",1533,0
"Wachusett Learn to Ski Package",1535,0
"Sun Valley 1 Day Learn to Ski or Snowboard Package",1537,0
"Schweitzer Mountain 1 Day Lift Tickets",1539,0
"Schweitzer Mountain Beginner Package (BAD)",1541,0
"Schweitzer Mountain Spring Ski Pass",1543,1
"Canaan Valley Store 1 Day Pass",1545,0
"Canaan Valley Store 1 Day Pass + Rental",1547,0
"Great Divide 1 Day Lift Tickets",1549,0
"Magic Mountain 1 Day Pass",1551,0
"Magic Mountain 2 Day Pass",1553,0
"Plattekill Mountain Lift + Rental *Bad",1555,0
"Plattekill Mountain 1 Day Lift Ticket + Rental",1557,0
"Lost Valley 1 Day Learn to Ski or Snowboard Package",1559,0
"Winter Park 3 of 5 Day Lift Tickets",1561,0
"Bolton Valley Learn to Ski Package",1563,0
"Bolton Valley Learn to Snowboard Package",1565,0
"Magic Mountain 1 Day Lift Ticket + Tubing",1567,0
"Sun Valley 1 Day Lift Ticket + Demo Rental",1569,0
"Sun Valley 2 of 3 Day Lift Ticket + Demo Rental",1571,0
"Sun Valley 3 of 5 Day Lift Ticket + Demo Rental",1573,0
"Bolton Valley 1 Day Learn to Ski Package",1575,0
"Bolton Valley 1 Day Learn to Snowboard Package",1577,0
"Christmas Mountain 1 Day Learn to Ski Package",1579,0
"Christmas Mountain 1 Day Learn to Snowboard Package",1581,0
"Magic Mountain 3 Day Lift Tickets",1583,0
"Hoodoo 1 Day Lift Tickets",1585,0
"Hoodoo 1 Day Lift Ticket + Rental",1587,0
"Stratton 1 Day Learn to Snowboard Package - Morning Lesson",1589,0
"Stratton 1 Day Learn to Ski Package - Morning Lesson",1591,0
"Ski Apache 1 Day Learn to Ski Package",1593,0
"Stratton Learn to Ride Package",1595,0
"Stratton Learn to Ski Package",1597,0
"Mount Snow 1 Day Learn to Ski Package",1599,0
"Mount Snow 1 Day Learn to Snowboard Package",1601,0
"Ski Apache 1 Day Learn to Snowboard Package OLD",1603,0
"Bromley 1 Day Learn to Ski or Snowboard Package",1605,0
"Smugglers' Notch 1 Day Learn to Ski Package",1607,0
"Lost Trail 2 Day Lift Tickets",1609,0
"Smugglers' Notch 1 Day Learn to Snowboard Package",1611,0
"Four Lakes 1 Day Learn to Ski or Snowboard Package (Incl. Private Lesson)",1613,0
"Mount Pleasant 1 Day Lift Ticket + Rental",1615,0
"Mount Pleasant 1 Day Learn to Ski or Snowboard Package",1617,0
"Camelback Twilight Tickets",1619,0
"Camelback 1 Day Lift Ticket + Rental",1621,0
"Camelback 1 Day Learn to Ski Package",1623,0
"Brighton 1 Day Learn to Ski or Snowboard Package",1625,0
"Kirkwood 2nd Time to Intermediate Ski/Snowboard Package",1627,0
"Anthony Lakes 1 Day Lift Tickets",1629,0
"Anthony Lakes 1 Day Learn to Ski or Snowboard Package",1631,0
"Steamboat 4 Day Lift + Rental",1633,0
"China Peak 1 Day Learn to Ski or Snowboard Package",1635,0
"Wachusett Learn to Snowboard Package",1637,0
"Mad River Glen 1 Day Beginner Learn to Ski Package",1639,0
"Grand Targhee 1 Day Learn to Ski or Snowboard Package",1641,0
"Attitash 1 Day Learn to Ski Package",1643,0
"Attitash  1 Day Learn to Snowboard Package",1645,0
"Schweitzer Mountain 1 Day First Timer's Package",1647,0
"Arapahoe Basin Child Learn to Ski Package",1649,0
"Arapahoe Basin 1 Day Learn to Ski Package",1651,0
"Arapahoe Basin 1 Day Learn to Snowboard Package",1653,0
"Arapahoe Basin Child Learn to Snowboard Package",1655,0
"Camelback 1 Day Learn to Snowboard Package",1657,0
"Greek Peak 1 Day Lift Ticket + Indoor Water Park Access",1659,0
"Bretton Woods 1 Day Pass - Ski and Ride with 92.5 River",1661,0
"Bottineau Winter Park 1 Day Learn to Snowboard Package",1663,0
"Bottineau Winter Park 1 Day Learn to Ski Package",1665,0
"Mt. Bachelor 1 Day Learn To Ski or Snowboard Package",1667,0
"Diamond Peak 1 Day Learn to Ski or Snowboard Package",1669,0
"Hoodoo 1 Day Lift Ticket + T-Shirt",1671,0
"Hoodoo 1 Day Learn to Ski/Snowboard Package",1673,0
"Park City VIP 1 Day Lift Ticket + Fast Tracks Screamin Deal",1675,0
"Hoodoo 1 Day Lift Ticket + $10 Lunch",1677,0
"Lookout Pass 1 Day Learn to Ski or Snowboard Package",1679,0
"Lookout Pass Learn to Snowboard Package",1681,0
"Alyeska Resort (AK) 3 Day Learn to Ski or Snowboard Package",1683,0
"Gore Mountain 1 Day Lift Ticket + Rental",1685,0
"Gore Mountain Beginner Package",1687,0
"Canyons Lift Tickets: 1 Day, no Saturday AM First Tracks (FRC)",1689,1
"Canyons Lift Tickets: Saturday only with AM First Tracks (FRC)",1691,1
"Hoodoo 2 Day Learn to Ski/Snowboard Package",1693,0
"Hoodoo 3 Day Learn to Ski/Snowboard Package",1695,0
"Showdown 1 Day Learn to Ski Package",1697,0
"Showdown 1 Day Learn to Snowboard Package",1699,0
"Squaw Valley 1 Day Lift Ticket + Ski Rental",1701,0
"Squaw Valley 1 Day Lift Ticket + Snowboard Rental",1703,0
"Squaw Valley 1 Day Learn to Ski Package",1705,0
"Apex Mountain 1 Day Learn to Ski or Snowboard Package",1707,0
"Crotched Mountain 3 Day Learn to Ski or Snowboard Package",1709,0
"Afton Alps 3 Day Learn to Ski or Snowboard Package",1711,0
"Afton Alps 1 Day Learn to Ski Package",1713,0
"Hoodoo Night Skiing + Rental",1715,0
"Beech Mountain First Timer Learn to Ski Package",1717,0
"Beech Mountain First Timer Learn to Snowboard Package",1719,0
"Beech Mountain Half Day Learn to Snowboard Package",1721,0
"Beech Mountain Half Day Learn to Ski Package",1723,0
"Afton Alps 1 Day Learn to Snowboard Package",1725,0
"Sipapu 1 Day Learn to Ski Package",1727,0
"Tuxedo Ridge 1 Day Lift Tickets",1729,0
"Tuxedo Ridge Night Learn to Ski or Snowboard Package",1731,0
"Tuxedo Ridge 1 Day Learn to Ski Package",1733,0
"Crystal Mountain 1 Day Learn to Ski or Snowboard Package (Michigan)",1735,0
"Squaw Valley 1 Day Learn to Snowboard Package",1737,0
"Alpine Meadows 1 Day Learn to Ski or Ride Package - Morning Lesson",1739,0
"Alpine Meadows Learn to Snowboard Package",1741,0
"Shawnee Peak (ME) 1 Day Private Learn to Ski or Snowboard Package",1743,0
"Bromley 1 Day Lift Ticket + Rental",1745,0
"Magic Mountain 1 Day Lift Ticket + Rental",1747,0
"Apex Mountain 2 Day Lift Ticket + Rental",1749,0
"Apex Mountain 3 Day Lift Ticket + Rental",1751,0
"Sipapu 1 Day Learn to Snowboard Package",1753,0
"Las Vegas Ski and Snowboard Resort 1 Day Learn to Ski or Snowboard Package",1755,0
"Las Vegas Ski and Snowboard Resort 1 Day Learn to Snowboard Package",1757,0
"Squaw Valley / Alpine Meadows 2 of 3 Day Lift Tickets",1759,0
"Homewood 1 Day Learn To Snowboard Package",1761,0
"Smugglers' Notch 1 Day Lift Ticket + Rental",1763,0
"Smugglers' Notch 2 Day Lift Tickets",1765,0
"Big Sky Resort 4 of 5 Day Lift Ticket + Rental",1767,0
"Deer Valley 2 Day Lift Ticket + Performance Rental",1769,0
"Deer Valley 3 Day Lift Ticket + Performance Rental",1771,0
"Deer Valley 4 Day Lift Ticket + Performance Rental",1773,0
"Peek n Peak 1 Day Lift Tickets",1775,0
"Nub's Nob 1 Day Learn to Ski Package",1777,0
"Nub's Nob 1 Day Learn to Snowboard Package",1779,0
"Titus Mountain 1-Day Lift Tickets",1781,0
"Peek n Peak 1 Day Learn to Ski or Snowboard Package",1783,0
"Kirkwood 2 Day Lift Tickets",1785,0
"Durango Purgatory Plunge Zipline",1787,0
"Deer Valley Guaranteed 1-Day Pass + Rental + Otto test",1789,0
"Sierra-At-Tahoe 1 Day Learn to Ski/Ride Package",1791,0
"Sierra-At-Tahoe Learn to Ski/Ride Package",1793,0
"Black Tie Premium Ski Rental Delivery in Vail",1795,0
"Attitash 2 Day Lift Tickets",1797,0
"Attitash 3 Day Lift Tickets",1799,0
"Performance Ski Rental Package at Heavenly",1801,0
"Performance Ski Rental Package at Heavenly",1803,0
"Performance Ski Rental Package at Heavenly",1805,0
"New Product",1807,0
"Performance Ski Rental Package at Heavenly - TEST",1809,0
"Black Tie Performance Ski or Snowboard Rental Delivery at Heavenly",1811,0
"New Product test DM",1813,0
"Black Tie Performance Ski Rental Delivery in Vail",1815,0
"Black Tie Basic Ski Rental Delivery Package at Heavenly",1817,0
"Black Tie Performance Snowboard Rental Delivery Package at Heavenly",1819,0
"Black Tie Basic Snowboard Rental Delivery Package at Heavenly",1821,0
"Junior Ski Rental Package at Heavenly + Delivery - OLD",1823,0
"Junior Snowboard Rental Package at Heavenly + Delivery - OLD",1825,0
"Wildcat 2 Day Lift Tickets",1827,0
"Wildcat 3 Day Lift Tickets",1829,0
"Black Tie Premium Snowboard Rental Delivery in Vail",1831,0
"Black Tie Performance Ski Rental Delivery at Northstar",1833,0
"Black Tie Performance Snowboard Rental Delivery at Northstar",1835,0
"Black Tie Basic Ski Rental Delivery Package at Northstar",1837,0
"Black Tie Performance Snowboard Rental Delivery in Vail",1839,0
"Junior Ski Package at Northstar + Delivery - OLD",1841,0
"Junior Snowboard Package at Northstar + Delivery - OLD",1843,0
"Black Tie Junior Premium Ski Rental Delivery in Vail - Old",1845,0
"Black Tie Basic Snowboard Rental Delivery Package at Northstar",1847,0
"Black Tie Junior Ski Rental Delivery in Vail - Old",1849,0
"Black Tie Junior Snowboard Rental Delivery in Vail - Old",1851,0
"Black Tie Premium Ski Rental Delivery at Breckenridge",1853,0
"Black Tie Premium Snowboard Rental Delivery at Breckenridge",1855,0
"Black Tie 2 Day Performance Ski Rental Delivery at Breckenridge",1857,0
"Black Tie Basic Ski Rental Delivery in Breckenridge",1859,0
"Black Tie Basic Snowboard Rental Delivery in Breckenridge",1861,0
"Black Tie Junior Premium Ski Rental Delivery in Breckenridge - OLD",1863,0
"Black Tie Junior Ski Rental Delivery in Breckenridge - OLD",1865,0
"Black Tie Junior Snowboard Rental Delivery in Breckenridge - OLD",1867,0
"Black Tie Premium Ski Package at Telluride + Delivery",1869,0
"Performance Ski Package at Telluride + Delivery",1871,0
"Black Tie Performance Snowboard Package at Telluride + Delivery",1873,0
"Black Tie Basic Snowboard Package at Telluride + Delivery",1875,0
"Black Tie Basic Ski Package at Telluride + Delivery",1877,0
"Performance Ski Package at Telluride + Delivery",1879,0
"Premium Snowboard Package at Telluride + Delivery",1881,0
"Junior Premium Ski Package at Telluride + Delivery - OLD",1883,0
"Junior Snowboard Package at Telluride + Delivery - OLD",1885,0
"Junior Ski Package at Telluride + Delivery - OLD",1887,0
"Black Tie Performance Ski Package at Telluride + Delivery",1889,0
"Black Tie Premium Snowboard Rental Delivery at Telluride",1891,0
"TEST Suicide Six 1 Day Lift Tickets",1893,0
"Schweitzer Mountain 2 Day Lift Tickets",1895,0
"Canyons Lift Tickets: 2 Days with Saturday AM First Tracks (FRC)",1897,1
"Canyons Lift Tickets: 3 Days with Saturday AM First Tracks (FRC)",1899,1
"Canyons Lift Tickets: 2 Days, no Saturday AM First Tracks (FRC)",1901,1
"Canyons Lift Tickets: 3 Days, no Saturday AM First Tracks (FRC)",1903,1
"Deer Valley 1 Day Lift Ticket + Rental",1905,0
"Otis Ridge 1 Day Lift Tickets",1907,0
"Squaw Valley/ Alpine Meadows 1 Day Lift Tickets",1909,0
"Hazen Notch Lift Tickets",1911,0
"Deer Valley 5 Day Lift Ticket + Performance Rental",1913,0
"Canaan Valley Store 2 Day Pass",1915,0
"Canaan Valley 2 Day Lift Tickets",1917,0
"Squaw Valley 1 Day Lift Ticket + Dawn Patrol",1919,0
"Mission Ridge 1 Day Lift Ticket + Rental",1921,0
"Mission Ridge 1 Day Lift Ticket + $10 Lunch Voucher",1923,0
"Mt. Bachelor Big Game Sunday Lift Ticket",1925,0
"49 Degrees North 1 Day Lift Ticket + Rental Package",1927,0
"49 Degrees North 1 Day Lift Ticket + $10 Lunch Voucher",1929,0
"West Mountain 4 Hour Lift Tickets",1931,0
"Black Tie Premium Ski Rental Delivery at Beaver Creek",1933,0
"Black Tie Performance Ski or Board Package (Standard Boot) Rental Delivery at Beaver Creek",1935,0
"Black Tie Basic Ski Package in Beaver Creek - OLD",1937,0
"Black Tie Premium Snowboard Rental Delivery at Beaver Creek",1939,0
"Black Tie Performance Snowboard Package at Beaver Creek",1941,0
"Black Tie Basic Snowboard Package in Beaver Creek - OLD",1943,0
"Tamarack Resort 1 Day Lift Ticket + Advanced Private Lesson",1945,0
"Black Tie Junior Basic Ski or Snowboard Rental Delivery in Beaver Creek",1947,0
"Tamarack Resort 1 Day Lift Ticket + Day Care",1949,0
"Tamarack Resort 2 Day Lift Ticket + Daycare",1951,0
"Tamarack Resort 1 Day 1 Day Lift Ticket + Park/Rail Snowboard Lesson",1953,0
"Tamarack Resort 1 Day Learn to Ski or Snowboard Package",1955,0
"Black Mountain (NH) 1 Day Learn to Ski or Snowboard Package",1957,0
"Black Mountain (NH) 1 Day Children's Ski or Snowboard Package",1959,0
"Black Tie 2 Day Premium Ski Rental Delivery at Keystone",1961,0
"Black Tie 2 Day Performance Ski Rental Delivery at Keystone",1963,0
"Black Tie Basic Ski Rental Delivery in Keystone",1965,0
"Black Tie 2 Day Premium Snowboard Delivery at Keystone",1967,0
"Black Tie Basic Snowboard Rental Delivery in Keystone",1969,0
"Bolton Valley 1 Day Pass",1971,0
"Bolton Valley Store Night Lift Tickets",1973,0
"Sugarbush 2 Day Lift Tickets",1975,0
"Sugarbush 3 Day Lift Tickets",1977,0
"Snowbasin 3 of 5 Day Lift Ticket + Rental",1979,0
"RESORT 10 of 15 Day Ticket - test",1981,0
"Plattekill Mountain 1 Day Lift Ticket + $10 Lunch Voucher",1983,0
"Mt. Spokane 1 Day Lift Tickets",1985,0
"Red Lodge 1 Day Lift Tickets",1987,0
"Mt. Spokane 1 Day Lift Ticket + Rental",1989,0
"Bromley Valentine's Day 2 for 1 Ticket",1991,0
"Ragged Mountain 1 Day Pass Screamin' Deal",1993,0
"Ragged Mountain 1 Day Pass + Rental",1995,0
"Ragged Mountain 2 Day Pass Screamin' Deal",1997,0
"Ragged Mountain 1 Day Pass + $10 Lunch Credit",1999,0
"Ragged Mountain 1 Day Pass + Lesson Package",2001,0
"Ragged Mountain Store 1-Day Learn To Ski Package",2003,0
"Ragged Mountain Store 3-Day Learn To Ski Package",2005,0
"Ragged Mountain 3Day Pass Screamin' Deal",2007,0
"Ragged Mountain Morning Half Day Pass Screamin' Deal",2009,0
"Ragged Mountain Afternoon Half Day Pass Screamin' Deal",2011,0
"Ragged Mountain 4-Hour Flex Pass Screamin' Deal",2013,0
"Ragged Mountain Store Frequent Skier Card",2015,1
"Cranmore Mountain 2-for-1 Lift Ticket + Rentals",2017,0
"Cranmore Mountain 1 Day Lift Ticket + Rental",2019,0
"Ragged Mountain Store Family 4-Pack Special",2021,0
"Red Mountain Resort 3 Day Lift Tickets",2023,0
"Sugar Bowl Lift Tickets",2025,0
"Sugar Bowl 1 Day Lift Ticket + Lesson",2027,0
"Sugar Bowl 1 Day Lift Ticket + Rental",2029,0
"Sugar Bowl 1 Day Lift Ticket + Lesson and/or Rental",2031,0
"Ragged Mountain Store Buy 1 Get 1 50% Off Deal",2033,0
"Blackjack President's Weekend 3-Day Pass",2035,0
"Shawnee Peak (ME) 1 Day Lift Ticket + $10 Appetizer",2037,0
"West Mountain 2 Day Lift Tickets",2039,0
"West Mountain 1 Day Lift Ticket + Rental",2041,0
"Mount Snow 2 Day Pass",2043,0
"Mount Snow 3 Day Pass",2045,0
"Mount Snow 4 Day Pass",2047,0
"Mount Snow 5 Day Pass",2049,0
"Mount Snow 6 Day Pass",2051,0
"Mount Snow 7 Day Pass",2053,0
"West Mountain 2 Hour Lift Ticket + Lunch",2055,0
"Killington 1 Day Lift Ticket + $10 Lunch",2057,0
"Killington 1 Day Lift Ticket + Rental",2059,0
"Killington 2 Day Lift Ticket + Rental",2061,0
"Killington 3 of 4 Day Lift Ticket + Rental",2063,0
"Park City 1 Day Lift Ticket Deal",2065,0
"Park City 1 Day Pass + VIP Fast Tracks + Demo Ski Rental",2067,0
"Park City 3 Consecutive Day Lift Ticket Deal",2069,0
"Park City 1 Day Pass + VIP Fast Tracks",2071,0
"Park City 1 Day Lift Ticket + Ski Rental",2073,0
"Park City 4 of 7 Day Lift Ticket Deal",2075,0
"Titus Mountain Private Full Mountain Rental",2077,0
"Titus Private Tubing Park Rental",2079,0
"Park City 1 Day Pass + $20 Food and Beverage Card",2081,0
"Ragged Mountain $29 Leap Year Pass",2083,1
"Gunstock 2 Day Lift Tickets",2085,0
"Gunstock 3 Day Lift Tickets",2087,0
"Gunstock 3 Day Learn to Ski / Learn to Ride Package",2089,0
"Gunstock 1 Day Lift Ticket + Rental",2091,0
"Sugarbush $60 American Cancer Society All Mountain Lift Ticket",2093,0
"Sugarbush $60 High Fives All Mountain Lift Ticket",2095,0
"Sugarbush $60 Vermont Foodbank All Mountain Lift Ticket",2097,0
"Sugarbush $60 Kelly Brush All Mountain Lift Ticket",2099,0
"West Mountain 1 Day Lift Tickets",2101,0
"Sugarbush $60 Kelly Brush All All Mountain Lift Ticket for MARCH 25",2103,1
"Gore Mountain 1 Day Lift Ticket + High Performance Demo Rental",2105,0
"Sun Valley 1 Day Lift Ticket + $15 Lunch Credit",2107,0
"Sun Valley  2 of 3 Day Lift Ticket + 2 $15 Lunch Credits",2109,0
"Sun Valley 3 of 5 Day Lift Ticket + 3 $15 Lunch Credits",2111,0
"Killington Four Play Pass",2113,1
"Gunstock Sunday Family 4-Pack",2115,0
"49 Degrees North 2-day Lift Ticket",2117,0
"49 Degrees North 3 Day Lift Tickets",2119,0
"Ferret Mountain Flexible 1 Day Lift Ticket",2121,1
"Brighton Night Skiing Tickets (4pm - 9pm)",2123,0
"Mount Sunapee 1 Day Lift Tickets",2125,0
"Waterville Valley 1 Day Lift Ticket + Hotel Package (For 2)",2127,0
"Suicide Six 1 Day Lift Tickets",2129,0
"Afton Alps 1 Day Lift Tickets",2131,0
"Stratton Lift + Lodging",2133,0
"Stratton 2 day lift & 1 night  hotel package for 2 people",2135,0
"Ragged Mountain Morning Half Day Pass",2137,0
"Ragged Mountain 1 Day Pass",2139,0
"Ragged Mountain Afternoon Half Day Pass",2141,0
"Ragged Mountain 4-Hour Flex Pass",2143,0
"Ragged Mountain 2 Day Pass",2145,0
"Ragged Mountain 3 of 4 Day Pass",2147,0
"Ragged Mountain Store St. Patty's Day 4-Pack ($17/ticket)",2149,0
"SnowMont Music Festival 3-Day Pass - Friday, March 30 through Sunday, April 1",2151,1
"SnowMont Music Festival 1-Day Pass - Friday, March 30",2153,1
"SnowMont Music Festival 1-Day Pass - Saturday, March 31",2155,1
"SnowMont Music Festival 1-Day Pass - Sunday, April 1",2157,1
"SnowMont Music Festival 3-Day VIP Pass - Friday, March 30 through Sunday, April 1",2159,1
"SnowMont Music Festival 3-Day VIP Pass + 2-Day Lift Ticket - Friday, March 30 through Sunday, April",2161,1
"SnowMont Music Festival 3-Day Pass + 2-Day Lift Ticket - Friday, March 30 through Sunday, April 1",2163,1
"Crystal Mountain 2012-13 Premier Pass (Michigan)",2165,1
"Crystal Mountain 2012-13 Premier Pass +2 (Michigan)",2167,1
"Grand Targhee Spring Break Away 3 Pack",2169,1
"Big White 2 for 1 Lift Tickets",2171,0
"Silver Star 2 for 1 Lift Tickets",2173,0
"RESORT Winter Lift Ticket + Lunch Voucher",2175,0
"Wild Mountain 1 Day Lift Ticket + Rental",2177,0
"Ferret Mountain 1-Day Lift Ticket w/ Barcode abc",2179,0
"Fernie Alpine Resort 3-Day Summer Mountain Biking Ticket",2181,0
"Aspen/Snowmass Sightseeing Single Day Ticket",2183,0
"Greek Peak Aerial Challenge Course for 3pm",2185,0
"Greek Peak Aerial Challenge Course for 5pm",2187,0
"Greek Peak Adventure Ticket  for 2pm",2189,0
"Greek Peak Adventure Ticket  for 4pm",2191,0
"Aspen/Snowmass 2-Mountain Sightseeing Pass",2193,0
"Greek Peak Zip Line Tour for 3pm",2195,0
"Greek Peak Zip Line Tour for 5pm",2197,0
"Bike Snowmass Single Day Tickets",2199,0
"Aspen/Snowmass 2-Mountain Sightseeing Pass, including Bike Snowmass",2201,0
"Bretton Woods Canopy Tour (9am)",2203,0
"Bretton Woods Canopy Tour (1pm)",2205,0
"Sunlight Mountain Resort Horseback Tours- One Hour Ride at 10am",2207,0
